Datetime,Id,Name,Congestion,CongestionLevel
20230517000000,6967166,롯데월드어드벤쳐,0.00068,1.0
20230517010000,6967166,롯데월드어드벤쳐,0.0004,1.0
20230517020000,6967166,롯데월드어드벤쳐,0.0004,1.0
20230517030000,6967166,롯데월드어드벤쳐,0.00036,1.0
20230517040000,6967166,롯데월드어드벤쳐,0.00044,1.0
20230517050000,6967166,롯데월드어드벤쳐,0.00036,1.0
20230517060000,6967166,롯데월드어드벤쳐,0.00123,1.0
20230517070000,6967166,롯데월드어드벤쳐,0.00334,1.0
20230517080000,6967166,롯데월드어드벤쳐,0.00608,1.0
20230517090000,6967166,롯데월드어드벤쳐,0.01649,1.0
20230517100000,6967166,롯데월드어드벤쳐,0.02535,2.0
20230517110000,6967166,롯데월드어드벤쳐,0.05057,3.0
20230517120000,6967166,롯데월드어드벤쳐,0.0737,3.0
20230517130000,6967166,롯데월드어드벤쳐,0.06778,3.0
20230517140000,6967166,롯데월드어드벤쳐,0.06253,3.0
20230517150000,6967166,롯데월드어드벤쳐,0.06154,3.0
20230517160000,6967166,롯데월드어드벤쳐,0.05383,3.0
20230517170000,6967166,롯데월드어드벤쳐,0.04938,2.0
20230517180000,6967166,롯데월드어드벤쳐,0.05049,3.0
20230517190000,6967166,롯데월드어드벤쳐,0.03655,2.0
20230517200000,6967166,롯데월드어드벤쳐,0.01045,1.0
20230517210000,6967166,롯데월드어드벤쳐,0.00219,1.0
20230517220000,6967166,롯데월드어드벤쳐,0.00115,1.0
20230517230000,6967166,롯데월드어드벤쳐,0.00068,1.0
20230517000000,187961,롯데월드잠실점,0.00371,1.0
20230517010000,187961,롯데월드잠실점,0.00218,1.0
20230517020000,187961,롯데월드잠실점,0.00218,1.0
20230517030000,187961,롯데월드잠실점,0.00196,1.0
20230517040000,187961,롯데월드잠실점,0.0024,1.0
20230517050000,187961,롯데월드잠실점,0.00196,1.0
20230517060000,187961,롯데월드잠실점,0.00676,1.0
20230517070000,187961,롯데월드잠실점,0.01832,1.0
20230517080000,187961,롯데월드잠실점,0.03337,2.0
20230517090000,187961,롯데월드잠실점,0.09053,3.0
20230517100000,187961,롯데월드잠실점,0.13917,3.0
20230517110000,187961,롯데월드잠실점,0.27769,3.0
20230517120000,187961,롯데월드잠실점,0.40464,4.0
20230517130000,187961,롯데월드잠실점,0.37214,4.0
20230517140000,187961,롯데월드잠실점,0.34335,4.0
20230517150000,187961,롯데월드잠실점,0.33789,4.0
20230517160000,187961,롯데월드잠실점,0.29557,3.0
20230517170000,187961,롯데월드잠실점,0.27114,3.0
20230517180000,187961,롯데월드잠실점,0.27725,3.0
20230517190000,187961,롯데월드잠실점,0.20069,3.0
20230517200000,187961,롯데월드잠실점,0.05737,3.0
20230517210000,187961,롯데월드잠실점,0.012,1.0
20230517220000,187961,롯데월드잠실점,0.00633,1.0
20230517230000,187961,롯데월드잠실점,0.00371,1.0
20230517000000,188485,롯데백화점잠실점,0.00058,1.0
20230517010000,188485,롯데백화점잠실점,0.00039,1.0
20230517020000,188485,롯데백화점잠실점,0.00039,1.0
20230517030000,188485,롯데백화점잠실점,0.00035,1.0
20230517040000,188485,롯데백화점잠실점,0.00043,1.0
20230517050000,188485,롯데백화점잠실점,0.00035,1.0
20230517060000,188485,롯데백화점잠실점,0.00121,1.0
20230517070000,188485,롯데백화점잠실점,0.00327,1.0
20230517080000,188485,롯데백화점잠실점,0.00553,1.0
20230517090000,188485,롯데백화점잠실점,0.0143,1.0
20230517100000,188485,롯데백화점잠실점,0.02291,1.0
20230517110000,188485,롯데백화점잠실점,0.04621,2.0
20230517120000,188485,롯데백화점잠실점,0.0669,3.0
20230517130000,188485,롯데백화점잠실점,0.06106,3.0
20230517140000,188485,롯데백화점잠실점,0.05716,3.0
20230517150000,188485,롯데백화점잠실점,0.0551,3.0
20230517160000,188485,롯데백화점잠실점,0.04964,2.0
20230517170000,188485,롯데백화점잠실점,0.04543,2.0
20230517180000,188485,롯데백화점잠실점,0.04594,2.0
20230517190000,188485,롯데백화점잠실점,0.03339,2.0
20230517200000,188485,롯데백화점잠실점,0.00892,1.0
20230517210000,188485,롯데백화점잠실점,0.00207,1.0
20230517220000,188485,롯데백화점잠실점,0.00109,1.0
20230517230000,188485,롯데백화점잠실점,0.00062,1.0
20230517000000,188592,롯데마트제타플렉스점,0.00027,1.0
20230517010000,188592,롯데마트제타플렉스점,0.00018,1.0
20230517020000,188592,롯데마트제타플렉스점,0.00018,1.0
20230517030000,188592,롯데마트제타플렉스점,0.00018,1.0
20230517040000,188592,롯데마트제타플렉스점,9e-05,1.0
20230517050000,188592,롯데마트제타플렉스점,9e-05,1.0
20230517060000,188592,롯데마트제타플렉스점,0.00018,1.0
20230517070000,188592,롯데마트제타플렉스점,0.00128,1.0
20230517080000,188592,롯데마트제타플렉스점,0.0021,1.0
20230517090000,188592,롯데마트제타플렉스점,0.01039,1.0
20230517100000,188592,롯데마트제타플렉스점,0.00921,1.0
20230517110000,188592,롯데마트제타플렉스점,0.02517,2.0
20230517120000,188592,롯데마트제타플렉스점,0.03747,2.0
20230517130000,188592,롯데마트제타플렉스점,0.03456,2.0
20230517140000,188592,롯데마트제타플렉스점,0.02982,2.0
20230517150000,188592,롯데마트제타플렉스점,0.02936,2.0
20230517160000,188592,롯데마트제타플렉스점,0.02434,1.0
20230517170000,188592,롯데마트제타플렉스점,0.0207,1.0
20230517180000,188592,롯데마트제타플렉스점,0.02571,2.0
20230517190000,188592,롯데마트제타플렉스점,0.01559,1.0
20230517200000,188592,롯데마트제타플렉스점,0.00511,1.0
20230517210000,188592,롯데마트제타플렉스점,0.00055,1.0
20230517220000,188592,롯데마트제타플렉스점,0.00036,1.0
20230517230000,188592,롯데마트제타플렉스점,0.00027,1.0
20230517000000,5783805,롯데백화점에비뉴엘월드타워점,0.00201,1.0
20230517010000,5783805,롯데백화점에비뉴엘월드타워점,0.00166,1.0
20230517020000,5783805,롯데백화점에비뉴엘월드타워점,0.00201,1.0
20230517030000,5783805,롯데백화점에비뉴엘월드타워점,0.00148,1.0
20230517040000,5783805,롯데백화점에비뉴엘월드타워점,0.00175,1.0
20230517050000,5783805,롯데백화점에비뉴엘월드타워점,0.00157,1.0
20230517060000,5783805,롯데백화점에비뉴엘월드타워점,0.00515,1.0
20230517070000,5783805,롯데백화점에비뉴엘월드타워점,0.01048,1.0
20230517080000,5783805,롯데백화점에비뉴엘월드타워점,0.01964,1.0
20230517090000,5783805,롯데백화점에비뉴엘월드타워점,0.0309,2.0
20230517100000,5783805,롯데백화점에비뉴엘월드타워점,0.06844,3.0
20230517110000,5783805,롯데백화점에비뉴엘월드타워점,0.12937,3.0
20230517120000,5783805,롯데백화점에비뉴엘월드타워점,0.18576,3.0
20230517130000,5783805,롯데백화점에비뉴엘월드타워점,0.18052,3.0
20230517140000,5783805,롯데백화점에비뉴엘월드타워점,0.16917,3.0
20230517150000,5783805,롯데백화점에비뉴엘월드타워점,0.17293,3.0
20230517160000,5783805,롯데백화점에비뉴엘월드타워점,0.1628,3.0
20230517170000,5783805,롯데백화점에비뉴엘월드타워점,0.16175,3.0
20230517180000,5783805,롯데백화점에비뉴엘월드타워점,0.19047,3.0
20230517190000,5783805,롯데백화점에비뉴엘월드타워점,0.19414,3.0
20230517200000,5783805,롯데백화점에비뉴엘월드타워점,0.14473,3.0
20230517210000,5783805,롯데백화점에비뉴엘월드타워점,0.08476,3.0
20230517220000,5783805,롯데백화점에비뉴엘월드타워점,0.01213,1.0
20230517230000,5783805,롯데백화점에비뉴엘월드타워점,0.00332,1.0
20230517000000,5799875,롯데월드몰,0.00357,1.0
20230517010000,5799875,롯데월드몰,0.00643,1.0
20230517020000,5799875,롯데월드몰,0.01072,1.0
20230517030000,5799875,롯데월드몰,0.00786,1.0
20230517040000,5799875,롯데월드몰,0.00429,1.0
20230517050000,5799875,롯데월드몰,0.005,1.0
20230517060000,5799875,롯데월드몰,0.01,1.0
20230517070000,5799875,롯데월드몰,0.00143,1.0
20230517080000,5799875,롯데월드몰,0.00143,1.0
20230517090000,5799875,롯데월드몰,0.00214,1.0
20230517100000,5799875,롯데월드몰,0.00429,1.0
20230517110000,5799875,롯데월드몰,0.00429,1.0
20230517120000,5799875,롯데월드몰,0.00857,1.0
20230517130000,5799875,롯데월드몰,0.01,1.0
20230517140000,5799875,롯데월드몰,0.00429,1.0
20230517150000,5799875,롯데월드몰,0.00286,1.0
20230517160000,5799875,롯데월드몰,0.00286,1.0
20230517170000,5799875,롯데월드몰,0.005,1.0
20230517180000,5799875,롯데월드몰,0.00214,1.0
20230517190000,5799875,롯데월드몰,0.00214,1.0
20230517200000,5799875,롯데월드몰,0.00214,1.0
20230517210000,5799875,롯데월드몰,0.00357,1.0
20230517220000,5799875,롯데월드몰,0.00143,1.0
20230517230000,5799875,롯데월드몰,0.01286,1.0
20230517000000,384515,올림픽공원세계평화의문,,
20230517010000,384515,올림픽공원세계평화의문,,
20230517020000,384515,올림픽공원세계평화의문,,
20230517030000,384515,올림픽공원세계평화의문,,
20230517040000,384515,올림픽공원세계평화의문,,
20230517050000,384515,올림픽공원세계평화의문,,
20230517060000,384515,올림픽공원세계평화의문,,
20230517070000,384515,올림픽공원세계평화의문,0.03941,2.0
20230517080000,384515,올림픽공원세계평화의문,0.09637,3.0
20230517090000,384515,올림픽공원세계평화의문,0.091,3.0
20230517100000,384515,올림픽공원세계평화의문,0.11177,3.0
20230517110000,384515,올림픽공원세계평화의문,0.09565,3.0
20230517120000,384515,올림픽공원세계평화의문,0.09673,3.0
20230517130000,384515,올림픽공원세계평화의문,0.09744,3.0
20230517140000,384515,올림픽공원세계평화의문,0.08777,3.0
20230517150000,384515,올림픽공원세계평화의문,0.09422,3.0
20230517160000,384515,올림픽공원세계평화의문,0.08132,3.0
20230517170000,384515,올림픽공원세계평화의문,0.07165,3.0
20230517180000,384515,올림픽공원세계평화의문,0.07344,3.0
20230517190000,384515,올림픽공원세계평화의문,0.06807,3.0
20230517200000,384515,올림픽공원세계평화의문,0.08204,3.0
20230517210000,384515,올림픽공원세계평화의문,0.06807,3.0
20230517220000,384515,올림픽공원세계평화의문,0.03332,2.0
20230517230000,384515,올림픽공원세계평화의문,0.00072,1.0
20230517000000,188633,올림픽공원,0.00305,1.0
20230517010000,188633,올림픽공원,0.00245,1.0
20230517020000,188633,올림픽공원,0.00204,1.0
20230517030000,188633,올림픽공원,0.00195,1.0
20230517040000,188633,올림픽공원,0.00198,1.0
20230517050000,188633,올림픽공원,0.00295,1.0
20230517060000,188633,올림픽공원,0.00563,1.0
20230517070000,188633,올림픽공원,0.00831,1.0
20230517080000,188633,올림픽공원,0.01075,1.0
20230517090000,188633,올림픽공원,0.01307,1.0
20230517100000,188633,올림픽공원,0.0147,1.0
20230517110000,188633,올림픽공원,0.01502,1.0
20230517120000,188633,올림픽공원,0.01456,1.0
20230517130000,188633,올림픽공원,0.01458,1.0
20230517140000,188633,올림픽공원,0.01411,1.0
20230517150000,188633,올림픽공원,0.01421,1.0
20230517160000,188633,올림픽공원,0.01397,1.0
20230517170000,188633,올림픽공원,0.01389,1.0
20230517180000,188633,올림픽공원,0.01481,1.0
20230517190000,188633,올림픽공원,0.01393,1.0
20230517200000,188633,올림픽공원,0.01303,1.0
20230517210000,188633,올림픽공원,0.01084,1.0
20230517220000,188633,올림픽공원,0.00798,1.0
20230517230000,188633,올림픽공원,0.00432,1.0
20230517000000,9273,잠실역 롯데월드,0.0125,1.0
20230517010000,9273,잠실역 롯데월드,0.01144,1.0
20230517020000,9273,잠실역 롯데월드,0.01183,1.0
20230517030000,9273,잠실역 롯데월드,0.01164,1.0
20230517040000,9273,잠실역 롯데월드,0.0115,1.0
20230517050000,9273,잠실역 롯데월드,0.01199,1.0
20230517060000,9273,잠실역 롯데월드,0.01478,1.0
20230517070000,9273,잠실역 롯데월드,0.01795,1.0
20230517080000,9273,잠실역 롯데월드,0.02322,1.0
20230517090000,9273,잠실역 롯데월드,0.03088,2.0
20230517100000,9273,잠실역 롯데월드,0.03836,2.0
20230517110000,9273,잠실역 롯데월드,0.0446,2.0
20230517120000,9273,잠실역 롯데월드,0.05002,3.0
20230517130000,9273,잠실역 롯데월드,0.05151,3.0
20230517140000,9273,잠실역 롯데월드,0.05287,3.0
20230517150000,9273,잠실역 롯데월드,0.0519,3.0
20230517160000,9273,잠실역 롯데월드,0.04903,2.0
20230517170000,9273,잠실역 롯데월드,0.04766,2.0
20230517180000,9273,잠실역 롯데월드,0.04688,2.0
20230517190000,9273,잠실역 롯데월드,0.04069,2.0
20230517200000,9273,잠실역 롯데월드,0.03365,2.0
20230517210000,9273,잠실역 롯데월드,0.02418,1.0
20230517220000,9273,잠실역 롯데월드,0.02004,1.0
20230517230000,9273,잠실역 롯데월드,0.01486,1.0
20230517000000,9270,방이동 먹자골목,0.02594,2.0
20230517010000,9270,방이동 먹자골목,0.02388,1.0
20230517020000,9270,방이동 먹자골목,0.02195,1.0
20230517030000,9270,방이동 먹자골목,0.02029,1.0
20230517040000,9270,방이동 먹자골목,0.01978,1.0
20230517050000,9270,방이동 먹자골목,0.02037,1.0
20230517060000,9270,방이동 먹자골목,0.02286,1.0
20230517070000,9270,방이동 먹자골목,0.02345,1.0
20230517080000,9270,방이동 먹자골목,0.02661,2.0
20230517090000,9270,방이동 먹자골목,0.02844,2.0
20230517100000,9270,방이동 먹자골목,0.0289,2.0
20230517110000,9270,방이동 먹자골목,0.03186,2.0
20230517120000,9270,방이동 먹자골목,0.03426,2.0
20230517130000,9270,방이동 먹자골목,0.03094,2.0
20230517140000,9270,방이동 먹자골목,0.03013,2.0
20230517150000,9270,방이동 먹자골목,0.03059,2.0
20230517160000,9270,방이동 먹자골목,0.03061,2.0
20230517170000,9270,방이동 먹자골목,0.03248,2.0
20230517180000,9270,방이동 먹자골목,0.03671,2.0
20230517190000,9270,방이동 먹자골목,0.03929,2.0
20230517200000,9270,방이동 먹자골목,0.04047,2.0
20230517210000,9270,방이동 먹자골목,0.03803,2.0
20230517220000,9270,방이동 먹자골목,0.03433,2.0
20230517230000,9270,방이동 먹자골목,0.03002,2.0
20230518000000,6967166,롯데월드어드벤쳐,0.00083,1.0
20230518010000,6967166,롯데월드어드벤쳐,0.00056,1.0
20230518020000,6967166,롯데월드어드벤쳐,0.00044,1.0
20230518030000,6967166,롯데월드어드벤쳐,0.0004,1.0
20230518040000,6967166,롯데월드어드벤쳐,0.00044,1.0
20230518050000,6967166,롯데월드어드벤쳐,0.0006,1.0
20230518060000,6967166,롯데월드어드벤쳐,0.00099,1.0
20230518070000,6967166,롯데월드어드벤쳐,0.00354,1.0
20230518080000,6967166,롯데월드어드벤쳐,0.00659,1.0
20230518090000,6967166,롯데월드어드벤쳐,0.01454,1.0
20230518100000,6967166,롯데월드어드벤쳐,0.02229,1.0
20230518110000,6967166,롯데월드어드벤쳐,0.04752,2.0
20230518120000,6967166,롯데월드어드벤쳐,0.06766,3.0
20230518130000,6967166,롯데월드어드벤쳐,0.06488,3.0
20230518140000,6967166,롯데월드어드벤쳐,0.0588,3.0
20230518150000,6967166,롯데월드어드벤쳐,0.05471,3.0
20230518160000,6967166,롯데월드어드벤쳐,0.05006,3.0
20230518170000,6967166,롯데월드어드벤쳐,0.04458,2.0
20230518180000,6967166,롯데월드어드벤쳐,0.04728,2.0
20230518190000,6967166,롯데월드어드벤쳐,0.03591,2.0
20230518200000,6967166,롯데월드어드벤쳐,0.01156,1.0
20230518210000,6967166,롯데월드어드벤쳐,0.00362,1.0
20230518220000,6967166,롯데월드어드벤쳐,0.00135,1.0
20230518230000,6967166,롯데월드어드벤쳐,0.00095,1.0
20230518000000,187961,롯데월드잠실점,0.00478,1.0
20230518010000,187961,롯데월드잠실점,0.00319,1.0
20230518020000,187961,롯데월드잠실점,0.00251,1.0
20230518030000,187961,롯데월드잠실점,0.00228,1.0
20230518040000,187961,롯데월드잠실점,0.00251,1.0
20230518050000,187961,롯데월드잠실점,0.00342,1.0
20230518060000,187961,롯데월드잠실점,0.00569,1.0
20230518070000,187961,롯데월드잠실점,0.02027,1.0
20230518080000,187961,롯데월드잠실점,0.03781,2.0
20230518090000,187961,롯데월드잠실점,0.08337,3.0
20230518100000,187961,롯데월드잠실점,0.1278,3.0
20230518110000,187961,롯데월드잠실점,0.27245,3.0
20230518120000,187961,롯데월드잠실점,0.38794,4.0
20230518130000,187961,롯데월드잠실점,0.372,4.0
20230518140000,187961,롯데월드잠실점,0.33714,4.0
20230518150000,187961,롯데월드잠실점,0.31368,4.0
20230518160000,187961,롯데월드잠실점,0.28703,3.0
20230518170000,187961,롯데월드잠실점,0.25559,3.0
20230518180000,187961,롯데월드잠실점,0.27108,3.0
20230518190000,187961,롯데월드잠실점,0.20593,3.0
20230518200000,187961,롯데월드잠실점,0.06629,3.0
20230518210000,187961,롯데월드잠실점,0.02073,1.0
20230518220000,187961,롯데월드잠실점,0.00775,1.0
20230518230000,187961,롯데월드잠실점,0.00547,1.0
20230518000000,188485,롯데백화점잠실점,0.00083,1.0
20230518010000,188485,롯데백화점잠실점,0.00051,1.0
20230518020000,188485,롯데백화점잠실점,0.00043,1.0
20230518030000,188485,롯데백화점잠실점,0.00039,1.0
20230518040000,188485,롯데백화점잠실점,0.00043,1.0
20230518050000,188485,롯데백화점잠실점,0.00059,1.0
20230518060000,188485,롯데백화점잠실점,0.00098,1.0
20230518070000,188485,롯데백화점잠실점,0.0035,1.0
20230518080000,188485,롯데백화점잠실점,0.00649,1.0
20230518090000,188485,롯데백화점잠실점,0.01376,1.0
20230518100000,188485,롯데백화점잠실점,0.02068,1.0
20230518110000,188485,롯데백화점잠실점,0.04352,2.0
20230518120000,188485,롯데백화점잠실점,0.06212,3.0
20230518130000,188485,롯데백화점잠실점,0.06004,3.0
20230518140000,188485,롯데백화점잠실점,0.05438,3.0
20230518150000,188485,롯데백화점잠실점,0.05025,3.0
20230518160000,188485,롯데백화점잠실점,0.04639,2.0
20230518170000,188485,롯데백화점잠실점,0.04073,2.0
20230518180000,188485,롯데백화점잠실점,0.04368,2.0
20230518190000,188485,롯데백화점잠실점,0.03283,2.0
20230518200000,188485,롯데백화점잠실점,0.01007,1.0
20230518210000,188485,롯데백화점잠실점,0.00346,1.0
20230518220000,188485,롯데백화점잠실점,0.00134,1.0
20230518230000,188485,롯데백화점잠실점,0.00086,1.0
20230518000000,188592,롯데마트제타플렉스점,0.00064,1.0
20230518010000,188592,롯데마트제타플렉스점,0.00027,1.0
20230518020000,188592,롯데마트제타플렉스점,0.00018,1.0
20230518030000,188592,롯데마트제타플렉스점,0.00018,1.0
20230518040000,188592,롯데마트제타플렉스점,0.00018,1.0
20230518050000,188592,롯데마트제타플렉스점,0.00018,1.0
20230518060000,188592,롯데마트제타플렉스점,0.00046,1.0
20230518070000,188592,롯데마트제타플렉스점,0.00091,1.0
20230518080000,188592,롯데마트제타플렉스점,0.00182,1.0
20230518090000,188592,롯데마트제타플렉스점,0.00447,1.0
20230518100000,188592,롯데마트제타플렉스점,0.00866,1.0
20230518110000,188592,롯데마트제타플렉스점,0.02325,1.0
20230518120000,188592,롯데마트제타플렉스점,0.03675,2.0
20230518130000,188592,롯데마트제타플렉스점,0.0351,2.0
20230518140000,188592,롯데마트제타플렉스점,0.02963,2.0
20230518150000,188592,롯데마트제타플렉스점,0.0269,2.0
20230518160000,188592,롯데마트제타플렉스점,0.02216,1.0
20230518170000,188592,롯데마트제타플렉스점,0.02225,1.0
20230518180000,188592,롯데마트제타플렉스점,0.02124,1.0
20230518190000,188592,롯데마트제타플렉스점,0.01714,1.0
20230518200000,188592,롯데마트제타플렉스점,0.00638,1.0
20230518210000,188592,롯데마트제타플렉스점,0.00082,1.0
20230518220000,188592,롯데마트제타플렉스점,0.00027,1.0
20230518230000,188592,롯데마트제타플렉스점,0.00018,1.0
20230518000000,5783805,롯데백화점에비뉴엘월드타워점,0.00172,1.0
20230518010000,5783805,롯데백화점에비뉴엘월드타워점,0.00127,1.0
20230518020000,5783805,롯데백화점에비뉴엘월드타워점,0.00118,1.0
20230518030000,5783805,롯데백화점에비뉴엘월드타워점,0.00208,1.0
20230518040000,5783805,롯데백화점에비뉴엘월드타워점,0.00154,1.0
20230518050000,5783805,롯데백화점에비뉴엘월드타워점,0.00154,1.0
20230518060000,5783805,롯데백화점에비뉴엘월드타워점,0.00444,1.0
20230518070000,5783805,롯데백화점에비뉴엘월드타워점,0.01097,1.0
20230518080000,5783805,롯데백화점에비뉴엘월드타워점,0.01414,1.0
20230518090000,5783805,롯데백화점에비뉴엘월드타워점,0.02819,2.0
20230518100000,5783805,롯데백화점에비뉴엘월드타워점,0.06544,3.0
20230518110000,5783805,롯데백화점에비뉴엘월드타워점,0.14981,3.0
20230518120000,5783805,롯데백화점에비뉴엘월드타워점,0.1945,3.0
20230518130000,5783805,롯데백화점에비뉴엘월드타워점,0.18933,3.0
20230518140000,5783805,롯데백화점에비뉴엘월드타워점,0.17927,3.0
20230518150000,5783805,롯데백화점에비뉴엘월드타워점,0.17256,3.0
20230518160000,5783805,롯데백화점에비뉴엘월드타워점,0.17356,3.0
20230518170000,5783805,롯데백화점에비뉴엘월드타워점,0.16876,3.0
20230518180000,5783805,롯데백화점에비뉴엘월드타워점,0.2022,3.0
20230518190000,5783805,롯데백화점에비뉴엘월드타워점,0.21289,3.0
20230518200000,5783805,롯데백화점에비뉴엘월드타워점,0.16848,3.0
20230518210000,5783805,롯데백화점에비뉴엘월드타워점,0.10658,3.0
20230518220000,5783805,롯데백화점에비뉴엘월드타워점,0.05447,3.0
20230518230000,5783805,롯데백화점에비뉴엘월드타워점,0.00634,1.0
20230518000000,5799875,롯데월드몰,0.00809,1.0
20230518010000,5799875,롯데월드몰,0.00944,1.0
20230518020000,5799875,롯데월드몰,0.00877,1.0
20230518030000,5799875,롯데월드몰,0.00877,1.0
20230518040000,5799875,롯데월드몰,0.01012,1.0
20230518050000,5799875,롯데월드몰,0.01079,1.0
20230518060000,5799875,롯데월드몰,0.01349,1.0
20230518070000,5799875,롯데월드몰,0.00135,1.0
20230518080000,5799875,롯데월드몰,0.0027,1.0
20230518090000,5799875,롯데월드몰,0.0027,1.0
20230518100000,5799875,롯데월드몰,0.0027,1.0
20230518110000,5799875,롯데월드몰,0.0054,1.0
20230518120000,5799875,롯데월드몰,0.01012,1.0
20230518130000,5799875,롯데월드몰,0.00607,1.0
20230518140000,5799875,롯데월드몰,0.00405,1.0
20230518150000,5799875,롯데월드몰,0.00742,1.0
20230518160000,5799875,롯데월드몰,0.00405,1.0
20230518170000,5799875,롯데월드몰,0.00674,1.0
20230518180000,5799875,롯데월드몰,0.0027,1.0
20230518190000,5799875,롯데월드몰,0.00405,1.0
20230518200000,5799875,롯데월드몰,0.00202,1.0
20230518210000,5799875,롯데월드몰,0.00405,1.0
20230518220000,5799875,롯데월드몰,0.00472,1.0
20230518230000,5799875,롯데월드몰,0.02428,1.0
20230518000000,384515,올림픽공원세계평화의문,,
20230518010000,384515,올림픽공원세계평화의문,,
20230518020000,384515,올림픽공원세계평화의문,,
20230518030000,384515,올림픽공원세계평화의문,,
20230518040000,384515,올림픽공원세계평화의문,,
20230518050000,384515,올림픽공원세계평화의문,,
20230518060000,384515,올림픽공원세계평화의문,,
20230518070000,384515,올림픽공원세계평화의문,0.0327,2.0
20230518080000,384515,올림픽공원세계평화의문,0.03871,2.0
20230518090000,384515,올림픽공원세계평화의문,0.04972,2.0
20230518100000,384515,올림픽공원세계평화의문,0.07241,3.0
20230518110000,384515,올림픽공원세계평화의문,0.09176,3.0
20230518120000,384515,올림픽공원세계평화의문,0.08676,3.0
20230518130000,384515,올림픽공원세계평화의문,0.11446,3.0
20230518140000,384515,올림픽공원세계평화의문,0.10077,3.0
20230518150000,384515,올림픽공원세계평화의문,0.0911,3.0
20230518160000,384515,올림픽공원세계평화의문,0.0614,3.0
20230518170000,384515,올림픽공원세계평화의문,0.04805,2.0
20230518180000,384515,올림픽공원세계평화의문,0.05272,3.0
20230518190000,384515,올림픽공원세계평화의문,0.06807,3.0
20230518200000,384515,올림픽공원세계평화의문,0.06407,3.0
20230518210000,384515,올림픽공원세계평화의문,0.05806,3.0
20230518220000,384515,올림픽공원세계평화의문,0.02569,2.0
20230518230000,384515,올림픽공원세계평화의문,0.001,1.0
20230518000000,188633,올림픽공원,0.00314,1.0
20230518010000,188633,올림픽공원,0.00247,1.0
20230518020000,188633,올림픽공원,0.00227,1.0
20230518030000,188633,올림픽공원,0.0021,1.0
20230518040000,188633,올림픽공원,0.00205,1.0
20230518050000,188633,올림픽공원,0.00318,1.0
20230518060000,188633,올림픽공원,0.00546,1.0
20230518070000,188633,올림픽공원,0.00819,1.0
20230518080000,188633,올림픽공원,0.01074,1.0
20230518090000,188633,올림픽공원,0.01239,1.0
20230518100000,188633,올림픽공원,0.01449,1.0
20230518110000,188633,올림픽공원,0.0157,1.0
20230518120000,188633,올림픽공원,0.01552,1.0
20230518130000,188633,올림픽공원,0.01558,1.0
20230518140000,188633,올림픽공원,0.01489,1.0
20230518150000,188633,올림픽공원,0.01421,1.0
20230518160000,188633,올림픽공원,0.01464,1.0
20230518170000,188633,올림픽공원,0.0136,1.0
20230518180000,188633,올림픽공원,0.01384,1.0
20230518190000,188633,올림픽공원,0.01407,1.0
20230518200000,188633,올림픽공원,0.01267,1.0
20230518210000,188633,올림픽공원,0.01072,1.0
20230518220000,188633,올림픽공원,0.00828,1.0
20230518230000,188633,올림픽공원,0.00481,1.0
20230518000000,9273,잠실역 롯데월드,0.01304,1.0
20230518010000,9273,잠실역 롯데월드,0.01168,1.0
20230518020000,9273,잠실역 롯데월드,0.01186,1.0
20230518030000,9273,잠실역 롯데월드,0.01207,1.0
20230518040000,9273,잠실역 롯데월드,0.01174,1.0
20230518050000,9273,잠실역 롯데월드,0.01223,1.0
20230518060000,9273,잠실역 롯데월드,0.01456,1.0
20230518070000,9273,잠실역 롯데월드,0.01753,1.0
20230518080000,9273,잠실역 롯데월드,0.02239,1.0
20230518090000,9273,잠실역 롯데월드,0.02964,2.0
20230518100000,9273,잠실역 롯데월드,0.03823,2.0
20230518110000,9273,잠실역 롯데월드,0.04581,2.0
20230518120000,9273,잠실역 롯데월드,0.05069,3.0
20230518130000,9273,잠실역 롯데월드,0.05252,3.0
20230518140000,9273,잠실역 롯데월드,0.05373,3.0
20230518150000,9273,잠실역 롯데월드,0.05174,3.0
20230518160000,9273,잠실역 롯데월드,0.04981,2.0
20230518170000,9273,잠실역 롯데월드,0.04854,2.0
20230518180000,9273,잠실역 롯데월드,0.04966,2.0
20230518190000,9273,잠실역 롯데월드,0.04358,2.0
20230518200000,9273,잠실역 롯데월드,0.03589,2.0
20230518210000,9273,잠실역 롯데월드,0.02664,2.0
20230518220000,9273,잠실역 롯데월드,0.02128,1.0
20230518230000,9273,잠실역 롯데월드,0.01501,1.0
20230518000000,9270,방이동 먹자골목,0.02626,2.0
20230518010000,9270,방이동 먹자골목,0.02414,1.0
20230518020000,9270,방이동 먹자골목,0.02266,1.0
20230518030000,9270,방이동 먹자골목,0.02138,1.0
20230518040000,9270,방이동 먹자골목,0.02102,1.0
20230518050000,9270,방이동 먹자골목,0.02106,1.0
20230518060000,9270,방이동 먹자골목,0.02315,1.0
20230518070000,9270,방이동 먹자골목,0.02504,2.0
20230518080000,9270,방이동 먹자골목,0.02687,2.0
20230518090000,9270,방이동 먹자골목,0.02882,2.0
20230518100000,9270,방이동 먹자골목,0.02963,2.0
20230518110000,9270,방이동 먹자골목,0.03296,2.0
20230518120000,9270,방이동 먹자골목,0.03455,2.0
20230518130000,9270,방이동 먹자골목,0.03183,2.0
20230518140000,9270,방이동 먹자골목,0.02997,2.0
20230518150000,9270,방이동 먹자골목,0.03034,2.0
